left_shoulder_left_wrist,right_shoulder_right_wrist,left_hip_left_ankle,right_hip_right_ankle,left_hip_left_wrist,right_hip_right_wrist,left_shoulder_left_ankle,right_shoulder_right_ankle,left_hip_right_wrist,right_hip_left_wrist,left_elbow_right_elbow,left_knee_right_knee,left_wrist_right_wrist,left_ankle_right_ankle,left_hip_avg_left_wrist_left_ankle,right_hip_avg_right_wrist_right_ankle,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder,pose
0.3888077367816482,0.421585547964756,1.7195126448808968,1.744032385561525,0.8745949062824446,0.8477641006691743,2.7007998699723044,2.7441099964788966,0.8699137501571715,0.9408839665417882,0.6373086012919358,0.12662787950644006,0.6401512139953502,0.12051172942112412,0.558159845900592,0.5871668321097102,37.53773210737828,40.89141245523177,8.7502073739687,176.88164587595784,178.34427508978666,83.98815744024834,68.67561386942369,0
0.35195198802300093,0.4308731900646017,1.7143377284570012,1.7369941121086638,0.8049354548995534,0.7716215117949505,2.69602818759094,2.7444379876513363,0.7935997090501643,0.8454946379872939,0.49095365717848166,0.09958363322531759,0.525333473106187,0.11282668559237811,0.5378143976987082,0.5797290945388525,31.672620384460405,30.471347811810848,6.657987565083687,178.35898890267282,179.19714777126833,109.6679404914269,84.4750121748624,0
0.9260077523490466,0.7912022859512914,1.5193294732004985,1.4127220873798225,1.1528218385605382,0.968192069582436,2.556714531505623,2.2898145734008875,2.080054696459657,2.300476712581573,2.794098806075724,1.1350273985887835,2.92709868554517,1.1934572898706963,0.4580124985956686,0.7275172893019362,63.300354162526034,69.23654535462047,72.47944727895415,142.75759476069143,152.2497209674991,76.3597852176029,77.63718398829211,0
0.1751291431425027,0.22701409160437167,1.4035293339761425,1.4287055556579782,0.9175464483573089,1.0547292754206286,2.3807288923698433,2.4518034601420147,1.0911612524846592,0.9249323664993303,0.4359857072393351,0.2179606854395618,0.5531504858802765,0.15002840660624425,0.2696163451994827,0.24594534978365232,65.08841698019351,46.63093214036571,18.807691132527793,170.04888468688418,163.4869184888455,96.1798339739372,57.67874132080821,0
0.5037766819868873,0.46888892435982443,1.3548652537690082,1.3115384768862293,0.7930998085589619,0.8523156593218624,2.3348301180035893,2.28535211589692,0.9030951386244597,0.8904367018551855,0.7071893717398667,0.1438658945850345,0.7217904164810961,0.08277397476601381,0.3105075646906809,0.328841060703972,58.569500837079666,38.37573151046657,10.597081681467479,173.26273364695092,174.70298293941514,92.70419211204587,120.7729876148216,0
0.6885148286104839,0.9154305255005462,0.29367521972385546,0.49051580917384696,1.4474066506135375,1.6474698277134279,1.3063811883794678,1.3398089323861553,1.769835254482013,1.4602554359284585,0.892421188637278,0.7355273993855108,0.9143603886705706,0.7002397636682741,0.6572016304802136,0.7124970324551424,114.52902034793995,107.78778741915774,155.8930621346154,116.94912616085864,48.729747728948,154.42300072265925,116.47419544090727,0
1.2492986563055832,1.2673812761432022,1.4367728428170539,1.4045639796538354,1.5347766414831558,1.8281720449092003,2.466304632923391,2.4139367934194964,2.845181838542973,2.51634324778136,3.0290426267379775,0.9923924265289988,4.015895369318803,0.9978278303082807,0.8277669854429889,0.9276276956231426,90.97825527922545,62.28403041934836,68.57607206523474,164.0614364334702,173.21507119339353,112.79080043072923,100.39266512071192,0
0.7318545468403899,1.0426109324219217,1.8052260284036439,1.928282082775236,0.6471713948671587,0.602691363956574,2.868252870867522,2.7613634762522103,0.8906860322786494,0.9148141463810937,0.9885512854894904,0.5238759986171123,1.1765025424517903,0.6525136591013259,0.7637559227490547,1.1168173898856417,22.927362885072036,29.566860999191935,24.90139238977602,171.78483435306063,171.80088182803146,125.81479095674402,113.12635161141948,0
0.5648672635196996,0.7509317046135653,1.9680457390162935,1.9692329458037086,0.7118885653896974,0.5225892636436908,3.0173524862182495,2.8433039752341505,0.6623658040337994,0.9398646790876116,0.7891378529493582,0.49001928931301614,0.9853519999948755,0.580762385154074,0.7405715193572611,0.9688213338084677,23.883793228111156,39.165046454276364,25.477052104942267,166.3552474280624,173.1840588858014,120.05553184458803,73.67986814752187,0
0.46177748095719917,0.9539565720097779,1.4701520344283825,1.4745438364612973,0.8971258224544872,0.43030598233718453,2.514086788905885,2.4313789472219063,0.676523817724953,1.2913117337941566,1.081207400960894,0.3837810882865197,1.4429771547489139,0.43673204862713927,0.4231630006173833,0.7388268113913364,21.470884624068123,64.19381522260888,22.1682396163362,177.19594581707153,172.01086603796125,135.20817218185783,88.95899568947915,0
